1346769989579,1346769989486,-1.2258313,9.346964,1.532289,0.259277463754092,0.0259277467617627270.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989626,1346769989581,-1.3790601,9.346964,1.532289,0.23840410391000333,0.047175382793201230.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989653,1346769989602,-1.2258313,9.193734,1.532289,0.4091851185883737,0.083376356912155030.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989653,1346769989621,-1.2258313,9.193734,1.532289,0.4091851185883737,0.115957233565269780.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989668,1346769989642,-1.2258313,9.346964,1.3790601,0.2826602539471317,0.132627535851862820.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989668,1346769989661,-1.2258313,9.346964,1.3790601,0.2826602539471317,0.147630807884955860.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989681,1346769989681,-1.2258313,9.346964,1.532289,0.259277463754092,0.158795473638235960.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989701,1346769989701,-1.2258313,9.346964,1.3790601,0.2826602539471317,0.171181951853698420.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989722,1346769989722,-1.2258313,9.346964,1.3790601,0.2826602539471317,0.182329782229157360.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989743,1346769989743,-1.3790601,9.193734,1.3790601,0.4116826431203666,0.205265068660040680.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989764,1346769989763,-1.2258313,9.346964,1.532289,0.259277463754092,0.210666308249930570.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989786,1346769989786,-1.2258313,9.346964,1.532289,0.259277463754092,0.215527423872782980.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989803,1346769989802,-1.3790601,9.500193,1.3790601,0.1116866675622088,0.205143348086990780.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989821,1346769989821,-1.3790601,9.500193,1.3790601,0.1116866675622088,0.195797679895251260.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989842,1346769989842,-1.2258313,9.346964,1.532289,0.259277463754092,0.20214565837572760.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989861,1346769989861,-1.2258313,9.346964,1.532289,0.259277463754092,0.207858838998697060.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989882,1346769989882,-1.2258313,9.346964,1.532289,0.259277463754092,0.21300070155085630.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989903,1346769989902,-1.0726024,9.193734,1.532289,0.42793560434491873,0.23449419215054050.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989924,1346769989924,-1.2258313,9.346964,1.532289,0.259277463754092,0.23697251934782560.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989942,1346769989942,-1.2258313,9.346964,1.532289,0.259277463754092,0.23920301382168920.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989963,1346769989962,-1.2258313,9.346964,1.3790601,0.2826602539471317,0.24354873789898980.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769989982,1346769989982,-1.2258313,9.346964,1.3790601,0.2826602539471317,0.247459889562084670.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
1346769990001,1346769990001,-1.2258313,9.500193,1.532289,0.1092663788718582,0.233640538287137630.0, 0.0,0, 0.0, 0.0, 0.0, "acc"
